PRODUCT_ID,DESCRIPTION,PRODUCT_TYPE,PRODAREA,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,FG_HIER_LEVEL_1,FG_HIER_LEVEL_2,FG_HIER_LEVEL_3,END_ITEM,DP_COMP,FG_COMP,VIRTUAL,DP_COMP_KEY,FG_COMP_KEY,VIRTUAL_KEY,A_MAT_STATUS,LATE_FORECAST,LATE_SALES
VirtualProduct_504-1974_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1989_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-2120-CD_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0032_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0099_AA,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0134-005_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0135-007_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0140_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2447_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2547_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2606_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2617_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2648_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2783_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2842_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2848_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2895_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-2937_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-3233_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-3233_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-3450_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_502-3496_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_503-0032-030-IW_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_503-0033-001-IW_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_503-0033-007-IW_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1291_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1319_A7,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1338_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1389_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1399_A4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1485_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1487_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1487_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1568_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1570_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1486_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1487_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1532_A4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1560_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1569_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1571_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1585_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1693_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1694_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1711_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1749_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1753_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1794_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1794_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1821_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1821_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1835_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1878_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1880_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1972_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1975_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-2053_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-2120-CD_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-2129-CD_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0049_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0083_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0134-020_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1693_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1694_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1694_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1694_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1704_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1712_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1728_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1728_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1746_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1749_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1818_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1877_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1880_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-1974_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_504-2042_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0036_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0134-001_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0134-002_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0135-010_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0135-015_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_562-0100_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0135-003_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0135-005_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_561-0140_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_562-0099_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
260-0261,BOSA;CWDM4 COP V2.0(Weld+sumitomo DFB),M,OPTICAL,OB,OB,Optical,NA,NA,NA,-,,,,,,,-,-,-
262-0026,OE BOM;100G Gen3 AOC LP Vcsel+Avago PD,M,OPTICAL,OE,OE,Optical,NA,NA,NA,-,,,,,,,-,-,-
262-0044,OE BOM;Q28 SR4 G3;Avago+GCS;4L PCB,M,OPTICAL,OE,OE,Optical,NA,NA,NA,-,,,,,,,-,-,-
262-0163-CD,OE BOM;100G SR4 Gen3;Avago+GCS;anti-S,M,OPTICAL,OE,OE,Optical,NA,NA,NA,-,,,,,,,-,-,-
262-0198-CD,OE;40G SR4 Gen3;AVAGO LP+ULM PD;Stand,M,OPTICAL,OE,OE,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0397,TEC;KCMT022C00(4.1mm/4.8mm)*2.3mm*0.9mm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0439,TX Clens R1.419 D1.8 T1.60,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0441,TX Clens R1.419 D1.8 T1.70,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0443,TX Clens R1.419 D1.8 T1.80,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0511-03,Clens;3dB(R1.419xD1.4xT1.7),M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0547,TX Clens R1.5 D1.8 T1.65,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0552,TX Clens R1.65 D1.8 T1.60,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0650,TX receptacle,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0655,1x4 25G PIN(150um thickness),P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0752-31,25Gbps 1310nm DFB laser diode,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0798,PEI Jumper,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0845-004,4m OM3 Cable;MT Ferrule;LSZH,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0845-007,7m OM3 Cable;MT Ferrule;LSZH,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0845-040,40m OM3 Cable;MT Ferrule;LSZH,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0867,Glass window;11.45*2.65*2.5,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-0996,Clens NSF11 AR R1.500 D1.8 T1.740,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1000,Clens NSF11 AR R1.500 D1.8 T1.635,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1014-27,25G CWDM4 DFB Laser Chip;1270nm,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1049-29,TX COC Ass-BOM;CWDM4(Oclaro DFB 1290nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1071-31,TX COC Ass-BOM;CLR4 ET(Mitsu DFB 1310nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1093-33,TX COC Ass-BOM;CGR4 Gen3;Sumitomo 1330nm,M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1094,Ass-BOM;CGR4 Gen3;Sumit+Cosemi PD+GN2110,M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1095,RX CB Ass-BOM;CGR4 Gen3(GCS PD+GN2110),M,OPTICAL,RX,RX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1096,Ass-BOM;CGR4 Gen3;Sumi DFB+GCS PD+GN2110,M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1149,TX;CGR4Gen3V2.0_Weld+Ocl+GCS+GN2110B,M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1151,RX Asse;CGR4 Gen3 dupl-GCS PD+GN2110B,M,OPTICAL,RX,RX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1154-03,TX AssCGR4 Gen3Sumit DFB+Cosem PDGN2110B,M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1155-02,TX Asse CGR4Gen3 OclaroDFB+GCS PDGN2110B,M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1159-R,RX CB Ass-BOM;CWDM4 V2.0;Recycle,M,OPTICAL,RX,RX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1190-02,RX CB;CWDM4(Weld;Cos;Silergy Low Switch),M,OPTICAL,RX,RX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1192-01,TXCB Ass-BOM;CWDM4 V2.0;Weld(DFB+M37244),M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1192-04,TX CB Ass;CWDM4 V2.0;Weld(Avago+M37244),M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1195-01,TXCB Ass-BOM;CGR4;Weld(Ocl+M37244+Cos),M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1202-27,TX COC Ass-BOM;CLR4 ET Gen1(Mits 1270nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1202-33,TX COC Ass-BOM;CLR4 ET Gen1(Mits 1330nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1203-03,TXCB Ass-BOM;CWDM4;Adhes(Ocl DFB+M37244),M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1205,RX CB Ass-BOM;CWDM4;Adhe(M37244+Cos PD),M,OPTICAL,RX,RX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1213-01,TX CB;CWDM4 V2.0(Weld+Mit;Silergy Loss),M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1229-02,TXCB Ass-BOM;CWDM4 V2.0;Weld;Ocl+GN2110B,M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1312-29,TX COC Ass-BOM;CWDM4;Gen3 Mit DFB 1290nm,M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1405,RX CB Ass_BOM;COP(M37244+GCS) Vulcan,M,OPTICAL,RX,RX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1428,lens ass(2.0dB attenuation)QSFP28 SR4,M,OPTICAL,LENS,LENS,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1480-29,TX COC;CWDM4 COP(sumitomo DFB 1290nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1480-31,TX COC;CWDM4 COP(sumitomo DFB 1310nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1638,CB Assembly BOM;CWDM4 Gen3(CB merger),M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1705,TX BOM;Q28 CWDM4(CH1 Mit;CH2;3;4 Avago),M,OPTICAL,TX,TX,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1751-27-CD,TX COC BOM;Q28 C4 COP G3(MX 1270nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1751-29-CD,TX COC BOM;Q28 C4 COP G3(MX 1290nm),M,OPTICAL,TX COC,TX COC,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1809,CB BOM;QSFP28 COP(CH1 Mit;CH2;3;4 Avago),M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1814,CB BOM;QSFP28 COP;Weld(Renesas+M37244),M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1816,CB BOM;QSFP28 COP;Weld(Gen3 Mit+M37244),M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1821,CB BOM;CGR4 Gen3(Weld+Ocl+GCS+GN2110B),M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1877-CD,CB BOM;CWDM4 Gen3.1(YJ DFB;CB merger),M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1962-CD,CB BOM;100G C4 Gen3.1;Mit+Sif;BK;RW,M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
280-1976-CD,OB BOM;Q28 C4 COP RX only;GN2110S;SiFo,M,OPTICAL,Preform,Preform,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0110-27,MQW-DFB Laser chip;1267 to 1272nm,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
284-0001-20,lens array(2.0dB),P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
284-0054,PEI Lens;emtech 8-CH;Harmony,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
286-0057-20,2.0dB absorbing attenuation coating,M,OPTICAL,subcon,subcon,Optical,NA,NA,NA,-,,,,,,,-,-,-
300-0180,Housing adapter,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
300-0211,Housing body,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0229,Press plate,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0295,Thermal Pad;12.0*6.0*0.4,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0362,Lens Clamp For SR4 V3;SUS301 1/2H;0.2mm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0369,Thermal Pad;13.5*13.5*0.4mm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0401,Dust cover EPDM;Duplex LC;Black,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0414-01,Epoxy;Innolight;UV-T53;3ml/支,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0494-003,Pull tab;Orange;Cisco;3m,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0734,Pull tab;CISCO Grape Blue color,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
311-0102,Thermal pad;4x4x0.5,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
311-0363,Tape;PI+Dow7388;CK75100F;5*7*0.05,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
311-0460,EMI Pad;14.7*6.4*0.5mm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
312-0008,protection cover A halogen,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
313-0041,Epoxy;Innolight;UV-T403;3ml/支,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
313-0043,Epoxy;Innolight;UV-114;3ml/支,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0248,Spring;SUS304;Ø1.5x0.2x4.5,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0367,Hermetic box for TOSA,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0368,Lid;TOSA Hermetic;GMS-B5370,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0412,TX Receptacle Side Lens Holder,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0438,TX Periscope holder,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0582,RX CB BOX,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0763,heatsink Kovar 4J29;breadth:13.85mm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
340-0063,Pull tab;Green;362U;2km;AWS,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
500-3166,100G QSFP28 SR4 V2M;100m;Standard;ULM PD,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3231,100G QSFP28 SR4 V2;100m;Macom CDR;ZTE,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3261,100G QSFP28 SR4 V2;100m;Macom CDR;Ciena,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3265-020,100G QSFP28 AOC V2M;850nm;20m;0~70C;H3C,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3265-030,100G QSFP28 AOC V2M;850nm;30m;0~70C;H3C,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3432-003,100G QSFP28 AOC V2M;3m;JC(740-065631）,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3462-003,100G QSFP28 AOC V2 with Macom;3m;for C2,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3462-015,100G QSFP28 AOC V2 with Macom;15m;for C2,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
