Plant,删除标识,凭证日期,采购凭证,项目,PN,库存地点,Quantity,仍要交货(数量),短文本,订单单位,采购组,项目类别,物料组,Vendor,Vendor_Name
1000,,2/26/24,4500077622,90,110-0273,6010,50000,50000,"Resistor,0201,±1%,680K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,110,110-0207,6010,50000,50000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/18/24,4500076769,70,110-0216,6010,50000,50000,"Resistor,0201,±1%,2.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/18/24,4500076775,50,110-0220,6010,50000,50000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076153,40,110-0220,6010,50000,50000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075191,120,110-0220,6010,50000,50000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074085,150,110-0260,6010,50000,50000,"Resistor,0201,±1%,15K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074087,80,110-0156,6010,50000,50000,"Resistor,0201,±1%,40.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072115,20,100-0119,6010,50000,50000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/12/23,4500071633,40,110-0207,6010,180000,50000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/11/23,4500071510,20,110-0368,6010,50000,50000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/11/23,4500071516,130,110-0011,6010,190000,50000,"Resistor,0201,±5%,39 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/11/23,4500071519,50,100-0119,6010,50000,50000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
5000,,11/9/23,4500069328,10,110-0371,6010,50000,50000,"Res,0201,±5%,1/20W,39 ohm",PC,A01,0,110P0203,100552, HONG KONG HOLDER COMPANY LIMITED
1000,,11/6/23,4500069038,30,100-0222,6010,50000,50000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,6/30/23,4500061386,170,110-0249,6010,70000,50000,"Resistor,0201,±1%,150k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,7/8/22,4500046965,10,140-0481,6010,210000,50000,"IC,3.3V,Single 300mA LDO",PC,A14,0,140P2734,200011, Arrow Electronics China Limited.
1000,,5/16/22,4500044703,10,140-0179,6010,50000,50000,"IC,High-Efficiency,Step-Down Converter",PC,A14,0,140P2734,200180, Texas Instruments China Sales Ltd.
1000,,2/19/24,4500076899,60,140-0246,6010,51000,51000,"IC,boost converter",PC,A14,0,140P2734,200180, Texas Instruments China Sales Ltd.
1000,,3/7/22,4500042394,10,542-0007,6010,55000,53073,"DSP SMT BOM,Driver MAX24025",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
1000,,2/18/20,4500024613,10,284-0014,6010,120000,54000,"TX LD Lens,G27Ø1.0*0.8,Optowide,A010049",PC,103,0,284,100292, 腾景科技股份有限公司
2000,,11/30/23,4500070832,10,280-0425,6010,54800,54800,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,3/15/24,4500079327,10,283-0046-33,6010,54939,54939,ML7CP58-29B33,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/18/24,4900011900,10,320-0284,VM01,60000,60000,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",PC,A06,2,302P89C6,100102, 苏州松翔电通科技有限公司
1000,,3/11/24,4500078886,30,110-0252,6010,60000,60000,"Resistor,0201,±1%,2.1K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077632,40,100-0031,6010,60000,60000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/18/24,4500076769,20,110-0261,6010,60000,60000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/18/24,4500076772,60,110-0368,6010,60000,60000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/18/24,4500076775,30,110-0158,6010,60000,60000,"Resistor,0201,±1%,150 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076152,20,110-0368,6010,60000,60000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/5/24,4500076157,10,110-0156,6010,60000,60000,"Resistor,0201,±1%,40.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075194,50,110-0207,6010,60000,60000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4900010900,10,320-0284,VM01,243000,60000,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",PC,A06,2,302P89C6,100102, 苏州松翔电通科技有限公司
1000,,1/12/24,4500074087,30,110-0207,6010,60000,60000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,60,110-0261,6010,60000,60000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072752,10,100-0088,6010,60000,60000,"Capacitor,2.2uF,±20%,0201,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/27/23,4500072752,120,100-0142,6010,60000,60000,"Capacitor,1nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/23/23,4500070311,10,110-0261,6010,60000,60000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/6/23,4500069028,10,110-0369,6010,190000,60000,"Resistor,0201,±1%,1/20W,1.2K ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/6/23,4500069030,10,110-0379,6010,60000,60000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,8/23/23,4500064390,10,110-0379,6010,290000,60000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,9/13/22,4500049688,10,100-0021,6010,3050000,60000,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,7/6/22,4500046848,30,100-0054,6010,654000,63000,"Capacitor,10uF,±10%,0805,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
5000,,1/30/24,4500075701,10,101-0001,6010,64000,63982,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
5000,,2/23/24,4500077368,10,101-0001,6010,64000,64000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,12/27/23,4500072752,80,100-0073,6010,64000,64000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,10/18/22,4500051022,10,100-0144,6010,64000,64000,"Capacitor,22nF,±10%,0603,X7R,50V",PC,A01,0,100P0101,100100, 深圳市怡海能达有限公司
2000,,12/29/23,4500072908,10,280-0425,6010,64300,64300,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,2/26/24,4500077650,10,120-0121,6010,68000,68000,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
1000,,2/26/24,4500077619,50,110-0214,6010,70000,70000,"Resistor,0201,0.5A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077619,140,110-0261,6010,70000,70000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076152,10,110-0372,6010,70000,70000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/5/24,4500076154,10,110-0011,6010,70000,70000,"Resistor,0201,±5%,39 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076154,50,110-0261,6010,70000,70000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076154,120,110-0253,6010,70000,70000,"Resistor,0201,±1%,75K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074081,10,110-0372,6010,70000,70000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/27/23,4500072743,100,110-0177,6010,70000,70000,"Resistor,0201,±1%,0.05W,33K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/12/23,4500071633,70,110-0272,6010,70000,70000,"Resistor,0201,±1%,240K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/11/23,4500071509,110,110-0214,6010,70000,70000,"Resistor,0201,0.5A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070316,10,110-0379,6010,70000,70000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/6/23,4500069042,20,120-0157,6010,70000,70000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,9/11/23,4500065511,30,110-0246,6010,70000,70000,"Resistor,0201,±1%,390k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/21/22,4500042031,80,140-0477,6010,200000,70000,"IC,MP2131,4A,5.5V,BULK DC-DC Converter",PC,A14,0,140P2734,200140, Sunwise Technologies(HK) Limited
1000,,11/20/23,4500070014,110,100-0061,6010,375000,75000,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
2000,,3/15/24,4500079286,10,310-0401,6010,75300,75300,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
1000,,12/12/23,4500071637,40,100-0073,6010,76000,76000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/29/24,4900011516,30,302-0007,VM01,78000,78000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,3/18/24,4500079515,10,330-0101,6010,80000,80000,"Label,rounded corner,white,blank,for Box",PC,A16,0,330P96E3,100175, 苏州高泰电子技术股份有限公司
1000,,3/11/24,4500078881,70,110-0220,6010,80000,80000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077628,10,100-0142,6010,80000,80000,"Capacitor,1nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/18/24,4500076772,50,110-0372,6010,80000,80000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/18/24,4500076775,130,110-0011,6010,80000,80000,"Resistor,0201,±5%,39 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/16/24,4500074432,20,101-0001,6010,80000,80000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,1/12/24,4500074081,20,110-0368,6010,80000,80000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/12/24,4500074085,60,110-0253,6010,80000,80000,"Resistor,0201,±1%,75K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074087,10,110-0273,6010,100000,80000,"Resistor,0201,±1%,680K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072752,180,100-0365,6010,80000,80000,"Cap,1000pF(1nF),±10%,01005(0402M)X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/19/23,4500072117,20,100-0365,6010,80000,80000,"Cap,1000pF(1nF),±10%,01005(0402M)X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/11/23,4500071509,30,110-0261,6010,80000,80000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070305,40,100-0021,6010,80000,80000,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,5/9/23,4500058797,10,120-0202,6010,332000,80000,"Ind,2.0X1.6X1.0mm,2.2uH,1.7A,0.142ohm",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
1000,,5/9/23,4500058823,10,140-0853,6010,140000,80000,"IC,UTDFN-1×1-4AL,-40℃ to +125℃",PC,A14,0,140P2734,100306, 深圳市赛博联电子有限公司
1000,,9/2/22,4500049320,70,100-0142,6010,1480000,80000,"Capacitor,1nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,10/18/22,4500051021,20,100-0073,6010,412000,84000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,3/5/24,4900011576,10,302-0004,VM01,85000,85000,TSLG Nylok Screw M1.4x0.3x5.45,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
2000,,3/18/24,4900011821,20,310-0376,VM01,87300,87300,"EMI Pad,Gray,3.6*3.6*1.0mm",PC,A16,2,311P92D6,100078, 苏州鑫澈电子有限公司
2000,,1/22/24,4900010827,10,302-0007,VM01,88000,88000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,3/11/24,4500078897,70,120-0248,6010,90000,90000,"Ferrite Bead,0402,100MHz,1A,10ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,2/26/24,4500077619,40,110-0177,6010,90000,90000,"Resistor,0201,±1%,0.05W,33K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/19/24,4500076899,20,140-0246,6010,90000,90000,"IC,boost converter",PC,A14,0,140P2734,200180, Texas Instruments China Sales Ltd.
1000,,12/12/23,4500071637,30,100-0225,6010,1710000,90000,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,8/23/23,4500064385,10,110-0369,6010,860000,90000,"Resistor,0201,±1%,1/20W,1.2K ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,3/5/24,4900011575,10,320-0284,VM01,93000,93000,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",PC,A06,2,302P89C6,100102, 苏州松翔电通科技有限公司
2000,,12/19/23,4500072098,10,280-0425,6010,94900,94900,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,2/26/24,4500077659,10,140-0384,6010,95000,95000,"Diode,30V schottky barrier diode",PC,A01,0,130P0610,200009, WT Microelectronics (Hong Kong) Lim
1000,,2/26/24,4500077651,30,120-0046,6010,96000,96000,"Inductor,10uH,±20%,0603,lead free",PC,A01,0,120P0305,100148, 梵锦（上海）电子科技有限公司
1000,,3/15/24,4500079327,20,283-0046-31,6010,98908,98908,ML7CP58-29B31,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/11/24,4500078897,100,120-0046,6010,100000,100000,"Inductor,10uH,±20%,0603,lead free",PC,A01,0,120P0305,100148, 梵锦（上海）电子科技有限公司
1000,,2/18/24,4500076838,10,120-0100,6010,100000,100000,"Ind,1.5uH±20%,80MHz,0.116ohm,2.1x2.2x1.0",PC,A01,0,120P0305,100110, 苏州方润电子科技有限公司
1000,,2/5/24,4500076152,40,110-0713,6010,100000,100000,"Resistor,0201,±1%,510 ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/12/24,4500074095,20,100-0119,6010,100000,100000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/23/23,4500070309,30,120-0121,6010,100000,100000,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
1000,,8/17/22,4500048593,50,110-0273,6010,270000,100000,"Resistor,0201,±1%,680K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,7/27/22,4500047701,10,110-0002,6010,2860000,100000,"Resistor,0201,±1%,1.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070305,20,100-0035,6010,105000,105000,"Capacitor,1nF,±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,6/10/22,4500045751,20,120-0249,6010,540000,105000,"Ferrite,0201,250mA,600ohm,0.6x0.3x0.26",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,3/18/24,4900011899,10,320-0284,VM01,107000,107000,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",PC,A06,2,302P89C6,100102, 苏州松翔电通科技有限公司
1000,,2/29/24,4900011519,10,320-0284,VM01,107000,107000,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",PC,A06,2,302P89C6,100102, 苏州松翔电通科技有限公司
1000,,7/28/22,4500047827,10,140-0645,6010,684000,107000,"IC,MOSFETS Silicon P-Channel,WCSP6C",PC,A01,0,140P1217,100289, 苏州正瀚电子科技有限公司
1000,,2/26/24,4500077618,20,110-0368,6010,110000,110000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/5/24,4500076169,30,100-0119,6010,110000,110000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/19/23,4500072109,40,110-0011,6010,110000,110000,"Resistor,0201,±5%,39 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/12/23,4500071637,70,100-0300,6010,110000,110000,"Capacitor,100pF,±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,8/29/23,4500064751,110,110-0298,6010,180000,110000,"Resistor,0201,±1%,0.05W,39K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,9/2/22,4500049340,10,140-0022,6010,110000,110000,"IC,SOT-723",PC,A01,0,130P0711,200009, WT Microelectronics (Hong Kong) Lim
1000,,3/18/24,4500079514,10,330-0101,6010,120000,120000,"Label,rounded corner,white,blank,for Box",PC,A16,0,330P96E3,100009, 吴江巷泉包装材料有限公司
1000,,12/27/23,4500072743,70,110-0239,6010,120000,120000,"Resistor,0201,±1%,51K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,10/24/23,4500068178,50,110-0379,6010,170000,120000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,10/7/23,4500067057,30,100-0035,6010,480000,120000,"Capacitor,1nF,±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,9/21/23,4500066227,110,110-0121,6010,120000,120000,"Resistor,0201,±5%,5.1K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
2000,,3/14/24,4900011728,50,302-0007,VM01,123000,123000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,3/11/24,4500078892,40,100-0073,6010,124000,124000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/23/24,4500077365,10,101-0001,6010,128000,128000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,3/11/24,4500078883,110,110-0214,6010,130000,130000,"Resistor,0201,0.5A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072752,170,100-0300,6010,130000,130000,"Capacitor,100pF,±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/19/23,4500072066,10,101-0001,6010,272000,130460,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,11/22/23,4500070207,30,120-0121,6010,132000,132000,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
1000,,11/6/23,4500069042,30,120-0232,6010,135000,135000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,3/11/24,4500078886,20,110-0207,6010,140000,140000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,40,110-0011,6010,140000,140000,"Resistor,0201,±5%,39 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,7/6/22,4500046851,10,100-0018,6010,141000,141000,"Capacitor,22uF,±20%,0805,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/12/24,4500074093,150,100-0073,6010,144000,144000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,3/11/24,4500078883,10,110-0011,6010,150000,150000,"Resistor,0201,±5%,39 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076154,90,110-0177,6010,150000,150000,"Resistor,0201,±1%,0.05W,33K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076174,10,120-0138,6010,150000,150000,"Ferrite Bead 0402,1.5A,120 Ohm,100MHz",PC,A01,0,121P0406,100100, 深圳市怡海能达有限公司
1000,,9/6/23,4500065277,10,140-0246,6010,465000,150000,"IC,boost converter",PC,A14,0,140P2734,200180, Texas Instruments China Sales Ltd.
1000,,2/5/24,4500076166,20,100-0073,6010,156000,156000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,3/11/24,4500078883,60,110-0261,6010,160000,160000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077617,110,110-0239,6010,160000,160000,"Resistor,0201,±1%,51K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076165,50,100-0021,6010,160000,160000,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/24/24,4500075202,20,100-0365,6010,160000,160000,"Cap,1000pF(1nF),±10%,01005(0402M)X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/27/23,4500072752,60,100-0021,6010,160000,160000,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/12/23,4500071634,10,110-0369,6010,160000,160000,"Resistor,0201,±1%,1/20W,1.2K ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/5/24,4500076175,20,120-0046,6010,168000,168000,"Inductor,10uH,±20%,0603,lead free",PC,A01,0,120P0305,100148, 梵锦（上海）电子科技有限公司
1000,,8/4/22,4500048083,20,140-0022,6010,168000,168000,"IC,SOT-723",PC,A01,0,130P0711,200009, WT Microelectronics (Hong Kong) Lim
2000,,3/18/24,4900011853,20,302-0004,VM01,170000,170000,TSLG Nylok Screw M1.4x0.3x5.45,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,2/26/24,4500077617,40,110-0158,6010,170000,170000,"Resistor,0201,±1%,150 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077618,10,110-0372,6010,170000,170000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/26/24,4500077622,10,110-0308,6010,170000,170000,"Resistor,0201,±1% 46.4k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075192,20,110-0713,6010,170000,170000,"Resistor,0201,±1%,510 ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/12/24,4500074085,30,110-0177,6010,170000,170000,"Resistor,0201,±1%,0.05W,33K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072746,80,110-0216,6010,290000,170000,"Resistor,0201,±1%,2.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072796,10,130-0077,6010,170000,170000,"Diode,100Ma Schottky Barrier Diode",PC,A01,0,130P0610,100289, 苏州正瀚电子科技有限公司
1000,,7/6/22,4500046815,30,140-0599,5010,170000,170000,"IC,Step-Up Converter with Low IQ,1.1A",PC,A14,0,140P2734,200140, Sunwise Technologies(HK) Limited
1000,,7/6/22,4500046859,10,140-0022,6010,170000,170000,"IC,SOT-723",PC,A01,0,130P0711,200009, WT Microelectronics (Hong Kong) Lim
1000,,7/8/22,4500046964,10,140-0341,6010,418000,174000,"IC,25-28Gb/s Quad CDR& Driver",PC,A14,0,140P1823,200009, WT Microelectronics (Hong Kong) Lim
1000,,9/2/22,4500049307,40,110-0730,6010,180000,180000,"Resistor,0201,±1%,1/20W,150K ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,7/5/22,4500046793,40,100-0018,6010,180000,180000,"Capacitor,22uF,±20%,0805,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/27/24,4500077741,30,140-0246,6010,186000,186000,"IC,boost converter",PC,A14,0,140P2734,200180, Texas Instruments China Sales Ltd.
