PN,Plant,Vendor
310-0521,1000,0000100078
140-0472,1000,0000200076
330-0135,1000,0000100175
310-0394,1000,0000100220
280-0991,1000,0000100143
280-0992,1000,0000100143
280-0994,1000,0000100143
280-0995,1000,0000100143
350-0156,1000,0000100187
100-0141,1000,0000100100
100-0142,1000,0000100100
100-0143,1000,0000100100
280-0752-27,1000,0000200080
280-0752-29,1000,0000200080
280-0752-31,1000,0000200080
280-0752-33,1000,0000200080
140-0477,1000,0000100000
330-0281-001,1000,0000100175
100-0143,1000,0000100148
320-0516,1000,0000100096
320-0517,1000,0000100096
280-0431,1000,0000100096
280-0698,1000,0000100096
280-0699,1000,0000100096
100-0144,1000,0000100148
140-0481,1000,0000200011
320-0518,1000,0000100096
100-0141,1000,0000100148
100-0142,1000,0000100148
330-0285,1000,0000100175
280-1019,1000,0000200003
280-0696,1000,0000200092
280-0810,1000,0000200092
280-0696,1000,0000200048
280-0810,1000,0000200048
280-0702,1000,0000100096
280-0705,1000,0000100096
280-0695,1000,0000100096
280-0791,1000,0000100096
280-1044-33,1000,0000200070
280-0952,1000,0000100146
280-1013,1000,0000100143
100-0122,1000,0000100100
310-0504,1000,0000100189
280-0845-050,1000,0000100136
320-0535,1000,0000100096
310-0357,1000,0000100218
280-0423,1000,0000100217
280-1011,1000,0000100197
110-0311,1000,0000100067
110-0216,1000,0000100067
160-1179-00,1000,0000100019
280-0798,1000,0000100094
280-0423,1000,0000100026
280-0791,1000,0000100132
320-0438,1000,0000100132
320-0439,1000,0000100132
320-0516,1000,0000100193
320-0517,1000,0000100193
280-0425,1000,0000200110
280-0695,1000,0000100132
280-0705,1000,0000100132
280-0698,1000,0000100132
280-0699,1000,0000100132
280-0702,1000,0000100132
330-0284,1000,0000100009
280-0423,1000,0000100230
320-0436,1000,0000100144
320-0437,1000,0000100144
320-0410,1000,0000100144
320-0493,1000,0000100144
320-0413,1000,0000100144
280-0932,1000,0000100143
280-0933,1000,0000100143
350-0071,1000,0000100187
280-0701,1000,0000100018
280-0991,1000,0000100132
280-0992,1000,0000100132
280-0789-10A,1000,0000100207
280-0789-10B,1000,0000100207
280-0789-10C,1000,0000100207
280-0990,1000,0000100143
280-1011,1000,0000100143
330-0292,1000,0000100175
350-0205,1000,0000100003
300-0195,1000,0000100189
110-0368,1000,0000100176
110-0369,1000,0000100176
110-0370,1000,0000100176
110-0371,1000,0000100176
110-0372,1000,0000100176
110-0374,1000,0000100176
110-0375,1000,0000100176
110-0376,1000,0000100176
110-0377,1000,0000100176
110-0378,1000,0000100176
110-0379,1000,0000100176
110-0380,1000,0000100176
110-0381,1000,0000100176
110-0373,1000,0000100176
280-0423,1000,0000100094
280-0793,1000,0000100094
300-0140,1000,0000100102
300-0141,1000,0000100102
300-0121,1000,0000100102
300-0122,1000,0000100102
300-0144,1000,0000100102
300-0145,1000,0000100102
350-0206,1000,0000100078
350-0207,1000,0000100078
280-0508-27,1000,0000200121
280-0508-29,1000,0000200121
280-0508-31,1000,0000200121
280-0508-33,1000,0000200121
280-1014-27,1000,0000200121
280-1014-29,1000,0000200121
280-1014-31,1000,0000200121
280-1014-33,1000,0000200121
280-0654,1000,0000200121
280-1134,1000,0000100073
280-0845-008,1000,0000100136
280-0845-006,1000,0000100136
280-0845-013,1000,0000100136
280-0992,1000,0000100096
310-0414-01,1000,0000100041
140-0546,1000,0000200006
140-0547,1000,0000200006
140-0384,1000,0000200019
280-0848,1000,0000100228
280-0770,1000,0000200121
310-0300,1000,0000100078
280-0940,1000,0000100073
320-0577,1000,0000100193
280-0700,1000,0000100167
320-0550,1000,0000100096
320-0577,1000,0000100170
160-1218,1000,0000100019
160-1218,1000,0000100204
320-0491,1000,0000100144
350-0208,1000,0000100003
282-0014,1000,0000100143
282-0015,1000,0000100143
282-0016,1000,0000100143
161-0159,1000,0000100020
320-0441,1000,0000100096
320-0580,1000,0000100170
320-0582,1000,0000100170
320-0583,1000,0000100170
320-0585,1000,0000100170
280-0739,1000,0000200121
280-0467,1000,0000200123
280-1019,1000,0000200123
310-0560,1000,0000100102
320-0517,1000,0000100170
280-0439,1000,0000100132
280-0549,1000,0000100132
280-0553,1000,0000100132
280-0952,1000,0000200092
280-0439,1000,0000100096
280-0549,1000,0000100096
280-0553,1000,0000100096
320-0577,1000,0000100096
281-0002,1000,0000100094
220-0072,1000,0000100192
310-0573,1000,0000100102
280-0607,1000,0000200123
280-0996,1000,0000100143
280-0997,1000,0000100143
280-0998,1000,0000100143
280-0999,1000,0000100143
280-1000,1000,0000100143
280-1001,1000,0000100143
280-1002,1000,0000100143
280-0897,1000,0000100132
280-0898,1000,0000100132
310-0572,1000,0000100102
350-0229,1000,0000100187
350-0230,1000,0000100187
300-0213,1000,0000100102
300-0214,1000,0000100102
352-0001,1000,0000100003
352-0002,1000,0000100003
350-0227,1000,0000100187
310-0577,1000,0000100102
280-0558,1000,0000100096
280-0558,1000,0000100132
110-0249,1000,0000100067
310-0574,1000,0000100102
287-0003,1000,0000100094
287-0003,1000,0000100217
287-0003,1000,0000100026
280-0793,1000,0000100258
280-0798,1000,0000100258
311-0005,1000,0000100078
300-0211,1000,0000100102
300-0212,1000,0000100102
310-0571,1000,0000100102
320-0614,1000,0000100170
280-0798,1000,0000100136
320-0611,1000,0000100096
320-0611,1000,0000100170
140-0472,1000,0000200006
300-0213,1000,0000100189
300-0214,1000,0000100189
282-0040,1000,0000100143
282-0041,1000,0000100143
282-0040,1000,0000100096
282-0041,1000,0000100096
280-0837,1000,0000200092
280-0609,1000,0000100143
282-0040,1000,0000100132
282-0041,1000,0000100132
283-0015,1000,0000200123
283-0015,1000,0000200121
320-0611,1000,0000100193
280-1188,1000,0000100073
280-1011,1000,0000100207
280-0898,1000,0000100096
283-0019,1000,0000200121
280-1188,1000,0000100167
120-0202,1000,0000100000
280-0845-100,1000,0000100136
280-0793-02,1000,0000100094
310-0585,1000,0000100102
140-0338,1000,0000100000
285-0012,1000,0000100146
140-0338,1000,0000100176
120-0157,1000,0000100148
100-0119,1000,0000100148
280-0418,1000,0000100217
312-0002,1000,0000100206
300-0150,1000,0000100194
300-0151,1000,0000100194
300-0152,1000,0000100194
280-0655,1000,0000200121
280-0418,1000,0000100026
310-0591,1000,0000100102
285-0015,1000,0000200092
330-0227,1000,0000100063
130-0077,1000,0000100000
320-0611,1000,0000100144
320-0577,1000,0000100144
120-0202,1000,0000100148
110-0460,1000,0000100067
320-0611,1000,0000100194
320-0577,1000,0000100194
220-0129,1000,0000100136
160-1218,1000,0000100136
285-0015,1000,0000100146
280-0609,1000,0000100197
310-0308,1000,0000100102
310-0357,1000,0000100102
285-0015,1000,0000200048
140-0364,1000,0000200076
284-0014,1000,0000100000
352-0003,1000,0000100003
140-0628,1000,0000200009
140-0253,1000,0000100000
220-0133,1000,0000100094
288-0001,1000,0000100192
220-0134-005,1000,0000100136
220-0134-010,1000,0000100136
220-0134-015,1000,0000100136
220-0134-020,1000,0000100136
220-0134-005,1000,0000100034
220-0134-010,1000,0000100034
220-0134-015,1000,0000100034
220-0134-020,1000,0000100034
140-0253,1000,0000200000
280-0845-040,1000,0000100136
285-0012,1000,0000200092
302-0007,1000,0000100170
302-0004,1000,0000100170
285-0020,1000,0000200048
285-0020,1000,0000200092
220-0134-007,1000,0000100136
283-0029,1000,0000200124
302-0006,1000,0000100170
302-0008,1000,0000100170
220-0134-003,1000,0000100136
280-0848,1000,0000100094
140-0392,1000,0000200019
140-0645,1000,0000200000
110-0298,1000,0000100176
110-0002,1000,0000100176
110-0252,1000,0000100176
110-0243,1000,0000100176
110-0267,1000,0000100176
110-0207,1000,0000100176
110-0272,1000,0000100176
110-0273,1000,0000100176
110-0177,1000,0000100176
110-0237,1000,0000100176
110-0308,1000,0000100176
110-0156,1000,0000100176
110-0296,1000,0000100176
140-0645,1000,0000100000
140-0638,1000,0000100185
120-0215,1000,0000100000
140-0639,1000,0000200014
280-0952,1000,0000200048
220-0072,1000,0000100094
220-0133,1000,0000100136
160-1237,1000,0000100019
160-1237,1000,0000100195
140-0477,1000,0000200000
320-0580,1000,0000100096
320-0582,1000,0000100096
320-0583,1000,0000100096
320-0585,1000,0000100096
320-0614,1000,0000100096
321-0004,1000,0000100096
288-0005,1000,0000100192
288-0001,1000,0000100073
288-0005,1000,0000100073
288-0001,1000,0000100167
288-0005,1000,0000100167
320-0412,1000,0000100170
320-0443,1000,0000100170
320-0491,1000,0000100170
320-0493,1000,0000100170
300-0213,1000,0000100194
300-0214,1000,0000100194
300-0198,1000,0000100102
280-0845-004,1000,0000100136
285-0012,1000,0000200071
312-0008,1000,0000100206
160-1132,1000,0000100204
320-0501,1000,0000100144
320-0502,1000,0000100144
320-0550,1000,0000100144
281-0009,1000,0000100094
281-0009,1000,0000100217
100-0018,1000,0000100205
100-0024,1000,0000100205
100-0031,1000,0000100205
100-0033,1000,0000100205
100-0035,1000,0000100205
100-0038,1000,0000100205
100-0061,1000,0000100205
100-0074,1000,0000100205
100-0086,1000,0000100205
100-0088,1000,0000100205
110-0002,1000,0000100205
110-0011,1000,0000100205
110-0063,1000,0000100205
110-0064,1000,0000100205
110-0156,1000,0000100205
110-0214,1000,0000100205
110-0241,1000,0000100205
110-0273,1000,0000100205
110-0296,1000,0000100205
120-0046,1000,0000100205
120-0047,1000,0000100205
120-0051,1000,0000100205
120-0128,1000,0000100205
120-0138,1000,0000100205
120-0143,1000,0000100205
140-0240,1000,0000100205
140-0313,1000,0000100205
140-0338,1000,0000100205
330-0285,1000,0000100063
161-0159,1000,0000100208
160-1179-00,1000,0000100204
288-0001,1000,0000100143
288-0005,1000,0000100143
288-0001,1000,0000100132
288-0005,1000,0000100132
140-0477,1000,0000200135
350-0256,1000,0000100187
130-0077,1000,0000100289
283-0046-27,1000,0000200077
283-0046-29,1000,0000200077
283-0046-31,1000,0000200077
283-0046-33,1000,0000200077
120-0232,1000,0000100000
100-0224,1000,0000100148
100-0227,1000,0000100100
100-0228,1000,0000100100
100-0214,1000,0000100148
281-0009,1000,0000100073
140-0434,1000,0000200006
320-0468,1000,0000100144
320-0518,1000,0000100144
320-0474,1000,0000100144
320-0486,1000,0000100144
320-0468,1000,0000100170
320-0518,1000,0000100170
320-0486,1000,0000100170
100-0225,1000,0000100148
110-0371,1000,0000100067
140-0246,1000,0000100205
140-0392,1000,0000100205
330-0307,1000,0000100009
311-0058,1000,0000100078
313-0001,1000,0000200085
320-0474,1000,0000100170
280-0397,1000,0000200080
280-0861,1000,0000100132
280-0862,1000,0000100132
110-0376,1000,0000100067
311-0057,1000,0000100078
280-0791,1000,0000100292
280-0431,1000,0000100292
140-0253,1000,0000100205
300-0150,1000,0000100296
300-0151,1000,0000100296
300-0152,1000,0000100296
300-0211,1000,0000100189
300-0212,1000,0000100189
320-0577,1000,0000100000
320-0611,1000,0000100000
320-0128,1000,0000100189
310-0228,1000,0000100189
310-0229,1000,0000100189
300-0213,1000,0000100296
300-0214,1000,0000100296
320-0367,1000,0000100000
320-0368,1000,0000100000
283-0055,1000,0000200124
300-0168,1000,0000100189
300-0169,1000,0000100189
300-0180,1000,0000100189
140-0179,1000,0000100205
321-0004,1000,0000100170
280-0865,1000,0000100096
280-0866,1000,0000100096
280-0867,1000,0000100096
280-1013,1000,0000100096
280-0865,1000,0000100132
280-0867,1000,0000100132
280-1013,1000,0000100132
330-0314,1000,0000100063
100-0265,1000,0000100148
280-0836-27,1000,0000200022
280-0836-29,1000,0000200022
280-0836-31,1000,0000200022
280-0836-33,1000,0000200022
350-0274,1000,0000100187
350-0275,1000,0000100187
310-0407,1000,0000100296
110-0561,1000,0000100176
110-0566,1000,0000100176
110-0570,1000,0000100176
110-0571,1000,0000100176
313-0010,1000,0000100033
288-0001,1000,0000100018
288-0005,1000,0000100018
287-0003,1000,0000100018
280-0848,1000,0000100258
320-0582,1000,0000100144
320-0580,1000,0000100144
285-0012,1000,0000200048
310-0577,1000,0000100189
350-0258,1000,0000100187
120-0215,1000,0000100294
140-0477,1000,0000200140
351-0001,1000,0000100003
910-0499,1000,0000100003
100-0222,1000,0000100000
320-0577,1000,0000100299
320-0611,1000,0000100299
284-0054,1000,0000100258
120-0247,1000,0000100000
100-0268,1000,0000100148
330-0320,1000,0000100009
220-0134-002,1000,0000100136
284-0014,1000,0000100292
284-0051-35,1000,0000100228
284-0001-35,1000,0000100258
311-0102,1000,0000100078
330-0164,1000,0000100009
120-0099,1000,0000100205
120-0100,1000,0000100205
100-0142,1000,0000100205
100-0141,1000,0000100205
120-0248,1000,0000100148
120-0249,1000,0000100148
100-0227,1000,0000100148
100-0268,1000,0000100000
280-0425,1000,0000100136
284-0051-40,1000,0000100228
284-0051-20,1000,0000100228
284-0001-40,1000,0000100258
284-0001-20,1000,0000100258
140-0384,1000,0000100205
100-0285,1000,0000400009
100-0286,1000,0000400009
321-0055,1000,0000400023
100-0285,1000,0000100148
100-0286,1000,0000100148
330-0327,1000,0000100009
330-0328,1000,0000100009
310-0647,1000,0000100189
140-0852,1000,0000100185
140-0364,1000,0000200146
160-1287,1000,0000100019
160-1287,1000,0000400000
320-0706,1000,0000100170
321-0057,1000,0000100096
321-0058,1000,0000100096
321-0059,1000,0000100096
320-0706,1000,0000100193
140-0847,1000,0000200140
140-0599,1000,0000200140
120-0254,1000,0000100294
140-0848,1000,0000200146
140-0849,1000,0000200146
350-0154,1000,0000400049
220-0152-003,1000,0000100136
220-0152-005,1000,0000100136
220-0152-007,1000,0000100136
220-0152-010,1000,0000100136
220-0152-020,1000,0000100136
160-1291,1000,0000100019
350-0290,1000,0000100187
352-0009,1000,0000100003
352-0010,1000,0000100003
352-0011,1000,0000100003
351-0003,1000,0000100003
160-1291,1000,0000400000
353-0003,1000,0000400049
301-0016,1000,0000100096
120-0253,1000,0000100294
283-0080,1000,0000200020
283-0046-27,1000,0000200006
283-0046-29,1000,0000200006
283-0046-31,1000,0000200006
283-0046-33,1000,0000200006
350-0291,1000,0000100187
352-0006,1000,0000100003
352-0007,1000,0000100003
352-0008,1000,0000100003
110-0603,1000,0000100176
311-0207,1000,0000100078
300-0316,1000,0000100189
300-0317,1000,0000100189
280-0789-10A,1000,0000100143
280-0789-10B,1000,0000100143
280-0789-10C,1000,0000100143
330-0333,1000,0000100063
110-0627,1000,0000100176
110-0624,1000,0000100176
120-0248,1000,0000100100
283-0029,1000,S2000
140-0851,1000,0000200146
140-0638,1000,0000200153
283-0081,1000,0000200020
283-0082,1000,0000200020
341-0027,1000,0000100189
320-0128,1000,S2000
300-0213,1000,S2000
300-0214,1000,S2000
330-0194,1000,S2000
310-0474,1000,S2000
311-0005,1000,S2000
310-0300,1000,S2000
330-0285,1000,S2000
160-1153,1000,0000100307
140-0547,1000,0000200146
283-0110-27,1000,0000200020
283-0110-29,1000,0000200020
283-0110-31,1000,0000200020
283-0110-33,1000,0000200020
140-0472,1000,0000200146
300-0311,1000,0000100102
300-0312,1000,0000100102
300-0313,1000,0000100102
340-0056,1000,0000100102
140-0639,1000,0000200153
140-0853,1000,0000100306
330-0255,1000,0000100009
312-0036,1000,0000400047
280-1018,1000,0000200123
140-0638,1000,0000400126
320-0550,1000,S2000
280-0695,1000,S2000
280-0791,1000,S2000
287-0003,1000,S2000
280-0898,1000,S2000
280-0897,1000,S2000
280-0700,1000,S2000
311-0183,1000,0000100078
120-0247,1000,0000100148
283-0098,1000,0000200122
285-0109,1000,0000200092
100-0222,1000,0000100148
120-0232,1000,0000100148
140-0645,1000,0000100289
313-0039,1000,0000400137
160-1291,1000,0000100307
160-1287,1000,0000100307
110-0602,1000,0000100176
283-0111,1000,0000100012
311-0244,1000,0000100078
140-0340,1000,0000200152
140-0345,1000,0000200152
288-0001,1000,S2000
288-0005,1000,S2000
120-0224,1000,0000100148
220-0134-001,1000,0000100136
312-0036,1000,0000100318
110-0713,1000,0000100176
311-0252,1000,0000100078
100-0300,1000,0000100148
320-0128,1000,0000100136
280-0932,1000,0000100314
280-0933,1000,0000100314
280-1011,1000,0000100314
280-0789-10B,1000,0000100314
100-0228,1000,0000200019
313-0041,1000,0000400175
313-0043,1000,0000400181
311-0260,1000,0000100078
320-0468,1000,0000100196
120-0260,1000,0000100148
340-0062,1000,0000100189
320-0577,1000,0000100330
320-0611,1000,0000100330
340-0063,1000,0000100189
280-0431,1000,0000100073
320-0438,1000,0000100073
282-0041,1000,0000100073
280-0698,1000,0000100073
282-0040,1000,0000100073
280-0898,1000,0000100073
280-0791,1000,0000100073
280-0848,1000,0000200039
330-0133,1000,0000100009
310-0109,1000,0000100331
280-0701,1000,0000100143
140-0834,1000,0000100306
120-0310,1000,0000100148
330-0138,1000,0000100009
320-0412,1000,S2000
280-0650,1000,S2000
320-0493,1000,S2000
280-0431,1000,S2000
350-0210,1000,0000100323
220-0211-005,1000,0000100136
220-0211-010,1000,0000100136
350-0140,1000,0000100323
350-0154,1000,0000100323
311-0276,1000,0000100078
284-0001-40,1000,0000100094
310-0414-01,1000,0000400234
140-0639,1000,0000100306
300-0355,1000,0000100189
220-0211-007,1000,0000100136
220-0211-020,1000,0000100136
330-0352,1000,0000100063
301-0016,1000,0000400140
350-0038,1000,0000100323
320-0759,1000,0000100193
281-0009,1000,0000100026
140-0253,1000,0000200011
140-0313,1000,0000200011
160-1237,1000,0000100307
350-0329,1000,0000100187
310-0584,1000,0000100189
350-0330,1000,0000100187
320-0763,1000,0000100144
320-0763,1000,0000100193
301-0022,1000,0000100102
220-0227,1000,0000100136
341-0036,1000,0000100189
320-0550,1000,0000100291
320-0443,1000,0000100291
320-0412,1000,0000100291
140-0246,1000,0000200011
140-0179,1000,0000200011
140-0392,1000,0000200011
140-0338,1000,0000200011
284-0084-20,1000,0000100094
100-0106,1000,0000400173
321-0055,1000,0000100136
320-0470,1000,0000100144
320-0471,1000,0000100144
320-0470,1000,0000100170
320-0471,1000,0000100170
321-0057,1000,0000100144
321-0058,1000,0000100144
321-0059,1000,0000100144
321-0057,1000,0000100170
321-0058,1000,0000100170
321-0059,1000,0000100170
320-0763,1000,0000100170
280-0698,1000,S2000
282-0040,1000,S2000
280-0848,1000,S2000
283-0171,1000,0000200020
310-0104,1000,0000100319
310-0284,1000,0000100319
284-0089-40,1000,0000100228
310-0147,1000,0000100033
313-0039,1000,0000100337
300-0150,1000,0000400208
300-0151,1000,0000400208
300-0152,1000,0000400208
310-0407,1000,0000400208
320-0763,1000,0000100330
280-0845-0P5,1000,0000100136
284-0001-35,1000,S2000
140-0852,1000,0000200153
313-0059,1000,0000100041
140-0310,1000,0000400259
140-0355,1000,0000400259
110-0730,1000,0000100067
350-0209,1000,0000100323
110-0730,1000,0000100176
280-0810,1000,0000100143
284-0089-20,1000,0000100228
121-0053,1000,0000100083
330-0367,1000,0000100063
284-0086-20,1000,0000100094
320-0759,1000,0000100170
313-0048,1000,0000400301
100-0225,1000,0000100100
140-1028,1000,0000100306
310-0295,1000,S2000
310-0464,1000,S2000
280-0861,1000,0000100345
280-0702,1000,0000100345
280-0862,1000,0000100345
280-0705,1000,0000100345
140-0599,1000,0000400053
300-0150,1000,S2000
301-0016,1000,0000100336
313-0062,1000,0000100083
280-0992,1000,0000100345
282-0041,1000,0000100345
280-0431,1000,0000100345
280-0698,1000,0000100345
282-0040,1000,0000100345
280-0695,1000,0000100345
280-0791,1000,0000100345
320-0438,1000,0000100345
351-0009,1000,0000100003
351-0010,1000,0000100003
100-0228,1000,0000100148
280-0793,1000,S2000
310-0401,1000,S2000
280-0898,1000,0000100345
140-0628,1000,0000100349
282-0330,1000,0000100143
282-0333,1000,0000100143
320-0577,1000,S2000
220-0230-010,1000,0000100136
280-0511-03,1000,0000100345
313-0065,1000,0000100033
220-0230-020,1000,0000100136
300-0151,1000,S2000
300-0152,1000,S2000
220-0230-007,1000,0000100136
220-0230-005,1000,0000100136
220-0230-001,1000,0000100136
220-0230-015,1000,0000100136
220-0230-002,1000,0000100136
320-0550,1000,0000100170
300-0150,1000,0000100338
300-0151,1000,0000100338
300-0152,1000,0000100338
310-0407,1000,0000100338
313-0043,1000,0000100353
220-0230-010,1000,0000100094
280-0897,1000,0000100345
280-0511-05,1000,0000100345
310-0590,1000,0000100102
140-1104,1000,0000200153
310-0724,1000,0000100102
350-0027,1000,0000100356
350-0015,1000,0000100356
280-0511-04,1000,0000100345
351-0011,1000,0000100323
351-0012,1000,0000100323
351-0013,1000,0000100323
300-0316,1000,0000100102
300-0317,1000,0000100102
220-0230-003,1000,0000100136
353-0003,1000,0000100323
280-0865,1000,0000100345
280-0866,1000,0000100345
280-0867,1000,0000100345
330-0005,1000,S8000
330-0006,1000,S8000
330-0307,1000,S8000
350-0038,1000,S8000
352-0003,1000,S8000
310-0401,1000,S8000
320-0128,1000,S8000
280-0397,1000,0000100357
311-0357-CD,1000,0000100078
330-0194,1000,S8000
280-0511-06,1000,0000100345
330-0383,1000,0000100009
330-0266,1000,S2000
311-0363,1000,0000100078
320-0759,1000,0000100330
281-0070,1000,0000100094
100-0365,1000,0000100148
220-0230-0P5,1000,0000100136
313-0068,1000,0000100337
350-0015,1000,S2000
110-0570,1000,0000100083
284-0014,1000,0000100314
340-0071,1000,0000100102
283-0226,1000,0000200123
341-0063,1000,0000100170
320-0836,1000,0000100170
280-0999,1000,S2000
280-1000,1000,S2000
280-0446,1000,S2000
280-0439,1000,S2000
280-0441,1000,S2000
280-0551,1000,S2000
280-0440,1000,S2000
280-0445,1000,S2000
280-0546,1000,S2000
280-0996,1000,S2000
280-0447,1000,S2000
280-0552,1000,S2000
280-0997,1000,S2000
280-0998,1000,S2000
280-0444,1000,S2000
280-0556,1000,S2000
280-0555,1000,S2000
280-0553,1000,S2000
280-1002,1000,S2000
280-0558,1000,S2000
280-0554,1000,S2000
280-0557,1000,S2000
280-0548,1000,S2000
280-0549,1000,S2000
280-0702,1000,S2000
280-1001,1000,S2000
280-0442,1000,S2000
280-0547,1000,S2000
280-0443,1000,S2000
320-0470,1000,S2000
280-0418,1000,S2000
280-0512,1000,S2000
280-0995,1000,S2000
280-0994,1000,S2000
320-0471,1000,S2000
110-0369,1000,0000100083
110-0603,1000,0000100083
283-0111,1000,S9000
120-0202,1000,0000100083
280-0739,1000,0000100136
310-0417,1000,S2000
280-0587,1000,S9000
310-0401,1000,0000100078
310-0494-001,1000,0000100189
320-0611,1000,S2000
100-0084,1000,S9000
280-0654,1000,0000500072
283-0212-27-CD,1000,S9000
283-0212-29-CD,1000,S9000
283-0212-31-CD,1000,S9000
283-0212-33-CD,1000,S9000
283-0204-27-CD,1000,S9000
283-0204-29-CD,1000,S9000
283-0204-31-CD,1000,S9000
283-0204-33-CD,1000,S9000
310-0490,1000,S2000
110-0284,1000,S9000
280-0467,1000,S9000
300-0140,1000,S2000
300-0141,1000,S2000
110-0375,1000,0000100083
110-0377,1000,0000100083
110-0380,1000,0000100083
110-0713,1000,0000100083
330-0189,1000,0000100009
320-0836,1000,0000100193
310-0407-RW,1000,S2000
280-1013,1000,0000100345
310-0417,1000,S9000
350-0017,1000,S2000
280-1019,1000,S2000
220-0072,1000,S2000
350-0027,1000,S2000
350-0016,1000,S2000
330-0234,1000,S2000
140-0472,1000,S2000
280-0587,1000,S2000
350-0154,1000,S2000
320-0109,1000,S2000
120-0249,1000,0000100083
330-0101,1000,S2000
280-0789-10C,1000,S2000
110-0561,1000,0000100083
110-0566,1000,0000100083
110-0730,1000,0000100083
220-0227,1000,S2000
341-0036,1000,S2000
300-0316,1000,S2000
300-0317,1000,S2000
910-0866,1000,0000100059
110-0312,1000,0000400173
110-0371,1000,0000100083
310-0369,1000,S2000
350-0038,1000,S2000
311-0436,1000,0000100078
311-0437,1000,0000100078
280-0431,1000,S9000
280-0650,1000,S9000
280-0897,1000,S9000
280-0898,1000,S9000
285-0012,1000,S9000
300-0311,1000,S9000
301-0016,1000,S9000
302-0007,1000,S9000
311-0252,1000,S9000
311-0357-CD,1000,S9000
320-0284,1000,S9000
302-0007,1000,S2000
220-0072,1000,0000100073
310-0440,1000,S2000
311-0460,1000,0000100078
330-0403,1000,0000200079
910-0499,1000,S2000
220-0230-001,1000,0000100094
220-0230-002,1000,0000100094
220-0230-015,1000,0000100094
220-0230-020,1000,0000100094
121-0053,1000,S9000
220-0230-005,1000,0000100094
220-0230-007,1000,0000100094
283-0212-27-CD,1000,S2000
283-0212-29-CD,1000,S2000
330-0006,1000,S9000
283-0261-CD,1000,S9000
321-0057,1000,0000100094
321-0058,1000,0000100094
321-0059,1000,0000100094
352-0022,1000,0000100003
352-0023,1000,0000100003
352-0024,1000,0000100003
285-0012,1000,0000100304
140-0340,1000,S2000
320-0109,1000,0000100318
280-0213,1000,S2000
140-0851,1000,S2000
280-0992,1000,S2000
280-0810,1000,S2000
280-1011,1000,S2000
283-0098,1000,S2000
285-0109,1000,S2000
311-0260,1000,S2000
313-0065,1000,0000100041
310-0368,1000,0000100041
350-0015,1000,0000100323
350-0025,1000,0000100323
350-0025,1000,0000100356
350-0116,1000,0000100356
350-0116,1000,0000100323
350-0017,1000,0000100323
350-0017,1000,0000100356
350-0016,1000,0000100356
350-0029,1000,0000100323
350-0029,1000,0000100356
350-0230,1000,0000100323
350-0227,1000,0000100323
350-0275,1000,0000100323
350-0106,1000,0000100323
330-0081,1000,0000100175
330-0162,1000,0000100175
330-0234,1000,0000100175
330-0234,1000,0000100063
330-0214,1000,0000100063
330-0214,1000,0000100175
330-0142,1000,0000100175
330-0142,1000,0000100063
330-0101,1000,0000100175
330-0101,1000,0000100063
330-0352,1000,0000100175
350-0026,1000,0000100356
321-0172,1000,0000100193
321-0173,1000,0000100193
280-0952,1000,S2000
110-0624,1000,0000100083
310-0734,1000,0000100102
140-0338,1000,0000200180
330-0142,1000,S2000
330-0314,1000,S2000
100-0107,1000,0000100378
280-1019,1000,0000200180
280-0981-N0,1000,S9000
280-0981-N1,1000,S9000
280-0981-N2,1000,S9000
280-0981-N3,1000,S9000
280-1019,1000,S9000
320-0368,1000,0000100304
310-0504,1000,S2000
283-0204-27-CD,1000,S2000
283-0204-29-CD,1000,S2000
283-0204-31-CD,1000,S2000
283-0204-33-CD,1000,S2000
310-0376,1000,S2000
220-0230-025,1000,0000100094
220-0230-030,1000,0000100094
220-0230-030,1000,0000100136
350-0029,1000,S2000
330-0135,1000,S2000
350-0025,1000,S2000
310-0401,1000,0000100367
350-0230,1000,S2000
301-0046-CD,1000,S9000
310-0401,1000,S9000
302-0004,1000,S2000
110-0374,1000,0000100083
341-0063,1000,0000100196
341-0027,1000,S2000
100-0074,1000,0000100379
100-0062,1000,0000100379
100-0116,1000,0000100379
280-0981-N2,1000,S2000
101-0001,1000,0000200075
310-0574,1000,S2000
311-0244,1000,S2000
140-0246,1000,0000200180
220-0230-003,1000,0000100094
320-0284,1000,S2000
311-0276,1000,S2000
330-0081,1000,S2000
330-0228,1000,S2000
330-0025,1000,S2000
101-0001,1000,0000400105
330-0352,1000,S2000
140-1183-CD,1000,0000200153
140-0313,1000,0000200180
352-0010,1000,S2000
280-0810,1000,0000100304
284-0118,1000,0000100314
282-0333,1000,S9000
140-0546,1000,0000200146
280-0932,1000,S2000
310-0560,1000,S2000
320-0763,1000,S2000
330-0088,1000,S2000
340-0062,1000,S2000
320-0836,1000,0000100355
321-0059,1000,S2000
310-0440,1000,0000100367
310-0284,1000,S6000
310-0109,1000,S6000
310-0724,1000,S2000
330-0234,1000,S9000
320-0328,1000,S9000
220-0072,1000,S9000
320-0550,1000,0000100336
282-0432,1000,0000100143
282-0434,1000,0000100143
281-0009,1000,0000100018
280-0695,1000,0000100073
140-0341-RW,1000,S2000
140-1104,1000,0000400468
110-0377,1000,0000100067
300-0311,1000,0000100189
300-0312,1000,0000100189
300-0313,1000,0000100189
340-0071,1000,0000100189
120-0046,1000,0000100083
